Supervisor.PI,Diet,Batch,Population,Sex,Individual,Censor,LSM_AgeAtDeath_days,Country,Latitude,Longitude,Altitude
Pasyukova,S,2,UM,M,7,0,63,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,66,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,69,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,72,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,40,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,40,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,46,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,49,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,53,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,62,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,62,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,65,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,48,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,63,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,63,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,66,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,7,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,12,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,16,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,48,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,8,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,8,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,52,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,5,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,9,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,9,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,47,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,7,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,9,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,15,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,40,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,6,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,16,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,54,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,54,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,59,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,14,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,42,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,42,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,49,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,56,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,58,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,8,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,47,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,48,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,59,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,62,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,47,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,48,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,52,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,4,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,6,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,15,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,4,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,21,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,53,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,53,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,55,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,28,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,49,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,49,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,51,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,66,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,14,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,56,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,65,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,67,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,69,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,69,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,11,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,12,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,3,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,48,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,50,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,10,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,13,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,13,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,16,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,16,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,14,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,55,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,58,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,5,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,28,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,28,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,46,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,53,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,49,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,5,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,12,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,19,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,28,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,34,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,40,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,9,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,26,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,30,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,33,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,39,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,42,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,43,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,8,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,16,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,23,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,29,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,35,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,38,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,45,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,45,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,8,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,17,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,24,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,41,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,44,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,68,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,70,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,78,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,6,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,6,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,3,0,12,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,4,0,12,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,5,0,14,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,6,0,22,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,7,0,27,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,8,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,9,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,10,0,32,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,1,0,15,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,2,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,3,0,18,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,4,0,20,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,5,0,25,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,6,0,31,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,7,0,36,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,8,0,46,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,9,0,55,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,M,10,0,55,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,1,0,15,Ukraine,48.753,30.206,214
Pasyukova,S,2,UM,F,2,0,15,Ukraine,48.753,30.206,214
